1498387764.336740,0
1498387764.348973,0
1498387764.362348,0
1498387764.376130,0
1498387764.389051,0
1498387764.401054,0
1498387764.412881,0
1498387764.424525,0
1498387764.437392,0
1498387764.449385,0
1498387764.461275,0
1498387764.473667,0
1498387764.485627,0
1498387764.498300,0
1498387764.510228,0
1498387764.522196,0
1498387764.534505,0
1498387764.546637,0
1498387764.558399,0
1498387764.570691,0
1498387764.584380,0
1498387764.596383,0
1498387764.609029,0
1498387764.621419,0
1498387764.633967,0
1498387764.646043,0
1498387764.658679,0
1498387764.670902,0
1498387764.682818,0
1498387764.694628,0
1498387764.706924,0
1498387764.718748,0
1498387764.730794,0
1498387764.743114,0
1498387764.755113,0
1498387764.767212,0
1498387764.779342,0
1498387764.791273,0
1498387764.803217,0
1498387764.815276,0
1498387764.828184,0
1498387764.840518,0
1498387764.853047,0
1498387764.866239,0
1498387764.878333,0
1498387764.890505,0
1498387764.902433,0
1498387764.914386,0
1498387764.926380,0
1498387764.938128,0
1498387764.950250,0
1498387764.962149,0
1498387764.974333,0
1498387764.986135,0
1498387764.998774,0
1498387765.010840,0
1498387765.023611,0
1498387765.036192,0
1498387765.048156,0
1498387765.060139,0
1498387765.072028,0
1498387765.084095,0
1498387765.096077,0
1498387765.108052,0
1498387765.121041,0
1498387765.132904,0
1498387765.145119,0
1498387765.157271,0
1498387765.168965,0
1498387765.180994,0
1498387765.192817,0
1498387765.204809,0
1498387765.217264,0
1498387765.229990,0
1498387765.241886,0
1498387765.253961,0
1498387765.265857,0
1498387765.277479,0
1498387765.289617,0
1498387765.301898,0
1498387765.314039,0
1498387765.326187,0
1498387765.338245,0
1498387765.359734,0
1498387765.371550,0
1498387765.383495,0
1498387765.395560,0
1498387765.408809,0
1498387765.421022,0
1498387765.433539,0
1498387765.445185,0
1498387765.458523,0
1498387765.470996,0
1498387765.482910,0
1498387765.495700,0
1498387765.508781,0
1498387765.520666,0
1498387765.533390,0
1498387765.545665,0
1498387765.557570,0
1498387765.570726,0
1498387765.582598,0
1498387765.595767,0
1498387765.608337,0
1498387765.620896,0
1498387765.633439,0
1498387765.645383,0
1498387765.660600,0
1498387765.674239,0
1498387765.686679,0
1498387765.698639,0
1498387765.710892,0
1498387765.723394,0
1498387765.736332,0
1498387765.748813,0
1498387765.760675,0
1498387765.772982,0
1498387765.785562,0
1498387765.797361,0
1498387765.810154,0
1498387765.822105,0
1498387765.834680,0
1498387765.846880,0
1498387765.859699,0
1498387765.872615,0
1498387765.884495,0
1498387765.896466,0
1498387765.908385,0
1498387765.921551,0
1498387765.933546,0
1498387765.945999,0
1498387765.957863,0
1498387765.971023,0
1498387765.983912,0
1498387765.995904,0
1498387766.008156,0
1498387766.021050,0
1498387766.033640,0
1498387766.047535,0
1498387766.059499,0
1498387766.073673,0
1498387766.086222,0
1498387766.099185,0
1498387766.113573,0
1498387766.126011,0
1498387766.138088,0
1498387766.149999,0
1498387766.164831,0
1498387766.179280,0
1498387766.191232,0
1498387766.203977,0
1498387766.216604,0
1498387766.230739,0
1498387766.243770,0
1498387766.256460,0
1498387766.268558,0
1498387766.281464,0
1498387766.295298,0
1498387766.308167,0
1498387766.320610,0
1498387766.332783,0
1498387766.344898,0
1498387766.360145,0
1498387766.375804,0
1498387766.389773,0
1498387766.402425,0
1498387766.414457,0
1498387766.427187,0
1498387766.440558,0
1498387766.453097,0
1498387766.464871,0
1498387766.477400,0
1498387766.489856,0
1498387766.501627,0
1498387766.514984,0
1498387766.527264,0
1498387766.539486,0
1498387766.552983,0
1498387766.566179,0
1498387766.578795,0
1498387766.591969,0
1498387766.603982,0
1498387766.615959,0
1498387766.629860,0
1498387766.641948,0
1498387766.655437,0
1498387766.670723,0
1498387766.684549,0
1498387766.696560,0
1498387766.708395,0
1498387766.721603,0
1498387766.734403,0
1498387766.746958,0
1498387766.759082,0
1498387766.772356,0
1498387766.785383,0
1498387766.797407,0
1498387766.809410,0
1498387766.821665,0
1498387766.833759,0
1498387766.846926,0
1498387766.859803,0
1498387766.871767,0
1498387766.884135,0
1498387766.896363,0
1498387766.909447,0
1498387766.923437,0
1498387766.935369,0
1498387766.947117,0
1498387766.958973,0
1498387766.970877,0
1498387766.982776,0
1498387766.995106,0
1498387767.007166,0
1498387767.020059,0
1498387767.031979,0
1498387767.044212,0
1498387767.056396,0
1498387767.068282,0
1498387767.080393,0
1498387767.092389,0
1498387767.104830,0
1498387767.116873,0
1498387767.128840,0
1498387767.141738,0
1498387767.153696,0
1498387767.166742,0
1498387767.178931,0
1498387767.190835,0
1498387767.203349,0
1498387767.215575,0
1498387767.229077,0
1498387767.242044,0
1498387767.254724,0
1498387767.270502,0
1498387767.282917,0
1498387767.296122,0
1498387767.308564,0
1498387767.321162,0
1498387767.333300,0
1498387767.345649,0
1498387767.358468,0
1498387767.370731,0
1498387767.383010,0
1498387767.394920,0
1498387767.409168,0
1498387767.423548,0
1498387767.435641,0
1498387767.448513,0
1498387767.460633,0
1498387767.473301,0
1498387767.485481,0
1498387767.497471,0
1498387767.509625,0
1498387767.521634,0
1498387767.534586,0
1498387767.547289,0
1498387767.569684,0
1498387767.581931,0
1498387767.594702,0
1498387767.606657,0
1498387767.618548,0
1498387767.631488,0
1498387767.644027,0
1498387767.656087,0
1498387767.669028,0
1498387767.681508,0
1498387767.693526,0
1498387767.706387,0
1498387767.718691,0
1498387767.730526,0
1498387767.742693,0
1498387767.755409,0
1498387767.768295,0
1498387767.780449,0
1498387767.792248,0
1498387767.805626,0
1498387767.817692,0
1498387767.829587,0
1498387767.841631,0
1498387767.853379,0
1498387767.865244,0
1498387767.877842,0
