1498388595.604000,0
1498388595.616933,0
1498388595.630912,0
1498388595.644167,0
1498388595.655891,0
1498388595.669746,1
1498388595.681600,0
1498388595.695346,0
1498388595.707277,0
1498388595.719135,0
1498388595.730982,0
1498388595.743975,0
1498388595.756011,0
1498388595.768014,0
1498388595.780485,0
1498388595.792237,0
1498388595.805381,0
1498388595.817199,0
1498388595.830143,0
1498388595.841853,0
1498388595.854079,0
1498388595.865966,0
1498388595.878052,0
1498388595.890454,0
1498388595.902765,0
1498388595.916565,0
1498388595.928454,0
1498388595.940966,0
1498388595.954950,0
1498388595.966770,0
1498388595.978804,0
1498388595.991961,0
1498388596.005273,0
1498388596.017504,0
1498388596.032066,0
1498388596.045790,0
1498388596.057919,0
1498388596.070661,0
1498388596.082565,0
1498388596.094729,0
1498388596.107123,0
1498388596.119723,0
1498388596.132139,0
1498388596.144077,0
1498388596.156379,0
1498388596.170098,0
1498388596.182150,0
1498388596.194320,0
1498388596.206137,0
1498388596.217989,0
1498388596.230792,0
1498388596.242699,0
1498388596.254654,0
1498388596.266491,0
1498388596.279033,0
1498388596.290853,0
1498388596.304142,0
1498388596.316933,0
1498388596.328913,0
1498388596.343249,0
1498388596.355213,0
1498388596.367136,0
1498388596.380203,0
1498388596.394191,0
1498388596.408733,0
1498388596.421148,0
1498388596.432834,0
1498388596.445395,0
1498388596.458558,0
1498388596.470885,0
1498388596.482806,0
1498388596.494679,0
1498388596.506739,0
1498388596.519748,0
1498388596.532241,0
1498388596.544296,0
1498388596.556311,0
1498388596.570015,0
1498388596.581964,1
1498388596.594982,0
1498388596.607921,0
1498388596.620314,0
1498388596.632844,0
1498388596.644804,0
1498388596.656831,0
1498388596.669546,0
1498388596.682469,0
1498388596.694709,0
1498388596.708258,0
1498388596.720552,0
1498388596.733995,0
1498388596.747380,0
1498388596.759369,0
1498388596.771257,0
1498388596.783187,0
1498388596.795669,0
1498388596.808583,0
1498388596.820520,0
1498388596.832922,0
1498388596.845661,0
1498388596.857755,0
1498388596.870146,0
1498388596.882192,0
1498388596.895215,0
1498388596.907749,0
1498388596.919734,0
1498388596.932758,0
1498388596.946690,0
1498388596.959108,0
1498388596.973966,0
1498388596.986101,0
1498388596.999153,0
1498388597.013661,0
1498388597.026346,0
1498388597.038742,0
1498388597.050819,0
1498388597.063611,0
1498388597.076009,0
1498388597.088986,0
1498388597.101909,0
1498388597.114012,0
1498388597.126494,0
1498388597.138495,0
1498388597.150490,0
1498388597.163026,0
1498388597.175266,0
1498388597.187331,0
1498388597.199970,0
1498388597.211898,0
1498388597.224625,0
1498388597.237677,0
1498388597.250291,0
1498388597.263045,0
1498388597.275572,0
1498388597.288305,0
1498388597.300132,0
1498388597.312694,0
1498388597.325539,0
1498388597.339187,0
1498388597.351113,0
1498388597.363102,0
1498388597.374834,0
1498388597.388147,0
1498388597.400134,0
1498388597.412872,0
1498388597.426007,0
1498388597.438379,0
1498388597.450328,0
1498388597.462333,0
1498388597.474164,0
1498388597.487287,0
1498388597.499900,0
1498388597.512758,0
1498388597.524338,0
1498388597.536753,0
1498388597.548815,0
1498388597.561807,0
1498388597.573669,0
1498388597.585498,0
1498388597.598323,0
1498388597.610238,0
1498388597.622043,0
1498388597.634388,0
1498388597.646291,0
1498388597.658921,0
1498388597.671177,0
1498388597.684518,0
1498388597.696315,0
1498388597.708092,0
1498388597.720258,0
1498388597.732685,0
1498388597.745318,0
